2021-02-05 18:08:27.238570|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.3 (2020-12-16 14:17:05)
2021-02-05 18:08:30.638516|WARNING |ServerMain    |   |Warning - name 'query_ip_whitelist' from file /var/run/ts3server/ts3server.ini is deprecated (but understood), please use the new name 'query_ip_allowlist' instead.
2021-02-05 18:08:30.638696|WARNING |ServerMain    |   |Warning - name 'query_ip_blacklist' from file /var/run/ts3server/ts3server.ini is deprecated (but understood), please use the new name 'query_ip_denylist' instead.
2021-02-06 11:44:50.165952|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-07 11:44:50.306655|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-08 11:44:50.491892|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-09 11:44:50.766627|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-10 11:44:50.940108|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-11 11:44:51.032213|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-12 11:44:51.371616|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-13 11:44:51.405338|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-14 11:44:51.597052|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-15 11:44:51.817182|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-16 11:44:52.012137|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-17 11:44:52.189857|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-17 23:19:59.804029|ERROR   |              |   |TS3ANetwork::ResolveHostName failed error: -3 (Try again) 22
2021-02-18 11:44:52.419357|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-19 11:44:52.585760|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-20 11:44:52.849325|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-21 11:44:53.183803|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-22 11:44:53.363207|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-23 11:44:53.552265|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-24 11:44:53.740325|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-25 11:44:54.093897|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-26 11:44:54.154208|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-27 11:44:54.385469|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-02-28 11:44:54.499527|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-01 00:02:27.459314|INFO    |VirtualSvrMgr |   |executing monthly interval
2021-03-01 00:02:27.463031|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2021-03-01 11:44:54.715062|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-02 11:44:54.894110|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-03 11:44:55.096206|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-04 11:44:55.280653|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-05 11:44:55.478102|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-06 11:44:55.655342|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-07 11:44:55.849838|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-08 11:44:56.023952|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-09 11:44:56.247777|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-10 11:44:56.386225|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-11 11:44:56.684346|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-12 11:44:56.791771|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-13 11:44:56.990836|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-03-14 11:44:57.186543|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
