2022-01-22 19:50:10.744590|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.6 (2021-06-09 10:22:37)
2022-02-22 21:28:07.415504|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-02-23 21:28:07.865418|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-02-24 21:28:07.998032|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-02-25 21:28:08.213847|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-02-26 21:28:08.415411|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-02-27 21:28:08.748804|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-02-28 21:28:08.947034|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-01 00:02:10.921591|INFO    |VirtualSvrMgr |   |executing monthly interval
2022-03-01 00:02:10.924090|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2022-03-01 21:28:09.217383|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-02 21:28:09.443858|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-03 21:28:09.678656|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-04 21:28:09.939124|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-05 21:28:10.132549|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-06 21:28:10.356053|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-07 21:28:10.567982|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-08 21:28:10.822995|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-09 21:28:11.157648|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-10 21:28:11.316154|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-11 21:28:11.536951|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-12 21:28:11.796952|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-13 21:28:12.037711|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-14 21:28:12.274867|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-15 09:06:21.761786|ERROR   |              |   |TS3ANetwork::ResolveHostName failed error: -3 (Try again) 22
2022-03-15 21:28:12.866336|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-16 21:28:12.762735|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-17 21:28:13.108475|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-18 21:28:13.273277|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-19 21:28:13.541838|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-20 21:28:13.998906|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-21 21:28:13.943135|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-22 21:28:14.198801|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-23 21:28:14.478200|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-24 21:28:14.644035|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-25 21:28:14.899876|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-26 21:28:15.139494|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-27 21:28:15.331116|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-28 21:28:15.561219|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-29 21:28:15.773429|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-30 21:28:16.000476|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-03-31 21:28:16.305703|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-01 00:02:10.921977|INFO    |VirtualSvrMgr |   |executing monthly interval
2022-04-01 00:02:10.922963|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2022-04-01 21:28:16.497975|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-02 21:28:16.751324|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-03 21:28:16.995933|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-04 21:28:17.182560|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-05 21:28:17.571932|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-06 21:28:17.723521|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-07 21:28:17.962824|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-08 21:28:18.216683|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-09 21:28:18.445199|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-10 21:28:18.679600|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-11 21:28:18.893017|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-12 21:28:19.180457|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-13 21:28:19.487182|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-14 21:28:19.637525|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-15 21:28:19.872362|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-16 21:28:20.100352|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-17 21:28:20.321475|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-18 21:28:20.540653|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-19 21:28:20.817930|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-20 21:28:21.040544|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-21 21:28:21.289187|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-22 21:28:21.438259|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-23 21:28:21.667593|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-24 21:28:21.920131|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-25 21:28:22.163850|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-26 21:28:22.398551|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-27 21:28:22.658609|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-28 21:28:22.864824|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-29 21:28:23.125262|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-04-30 21:28:23.342091|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-01 00:02:10.922067|INFO    |VirtualSvrMgr |   |executing monthly interval
2022-05-01 00:02:10.923764|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2022-05-01 21:28:23.531315|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-02 21:28:23.743312|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-03 21:28:24.000028|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-04 21:28:24.177560|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-05 21:28:24.428234|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-06 21:28:24.631304|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-07 21:28:24.853547|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-08 21:28:25.085775|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-09 21:28:25.327613|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-10 21:28:25.516066|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-11 21:28:25.769522|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-12 21:28:26.095086|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-13 21:28:26.227137|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-14 21:28:26.448035|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-15 21:28:26.671132|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-16 21:28:26.876727|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-17 21:28:27.166045|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-18 21:28:27.321291|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-19 21:28:27.505400|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-20 21:28:27.709457|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-21 21:28:27.931103|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-22 21:28:28.170203|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-23 21:28:28.383572|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-24 21:28:28.656902|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-25 21:28:28.916496|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-26 21:28:29.054307|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-27 21:28:29.255689|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-28 21:28:29.469680|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-29 21:28:29.672223|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-30 21:28:29.889629|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-31 21:28:30.081415|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-05-31 22:50:43.250474|INFO    |ServerLibPriv |   |failed to download revocation list - count: 1
2022-06-01 00:02:10.922164|INFO    |VirtualSvrMgr |   |executing monthly interval
2022-06-01 00:02:10.923277|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2022-06-01 01:50:43.403126|INFO    |ServerLibPriv |   |failed to download revocation list - count: 2
2022-06-01 04:50:43.586649|INFO    |ServerLibPriv |   |failed to download revocation list - count: 3
2022-06-01 07:50:43.764463|INFO    |ServerLibPriv |   |failed to download revocation list - count: 4
2022-06-01 10:50:43.946491|INFO    |ServerLibPriv |   |failed to download revocation list - count: 5
2022-06-01 13:50:44.126530|INFO    |ServerLibPriv |   |failed to download revocation list - count: 6
2022-06-01 16:50:44.305092|INFO    |ServerLibPriv |   |failed to download revocation list - count: 7
2022-06-01 19:50:44.495320|INFO    |ServerLibPriv |   |failed to download revocation list - count: 8
2022-06-01 21:28:30.361253|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-06-01 22:50:44.675182|INFO    |ServerLibPriv |   |failed to download revocation list - count: 9
2022-06-02 01:50:44.849144|INFO    |ServerLibPriv |   |failed to download revocation list - count: 10
2022-06-02 04:50:45.019715|INFO    |ServerLibPriv |   |failed to download revocation list - count: 11
2022-06-02 07:50:45.185866|INFO    |ServerLibPriv |   |failed to download revocation list - count: 12
2022-06-02 10:50:45.367189|INFO    |ServerLibPriv |   |failed to download revocation list - count: 13
2022-06-02 13:50:45.544557|INFO    |ServerLibPriv |   |failed to download revocation list - count: 14
2022-06-02 16:50:45.706267|INFO    |ServerLibPriv |   |failed to download revocation list - count: 15
2022-06-02 19:50:45.865374|INFO    |ServerLibPriv |   |failed to download revocation list - count: 16
2022-06-02 21:28:30.534043|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-06-02 22:50:46.041094|INFO    |ServerLibPriv |   |failed to download revocation list - count: 17
2022-06-03 01:50:46.219373|INFO    |ServerLibPriv |   |failed to download revocation list - count: 18
2022-06-03 04:50:46.394262|INFO    |ServerLibPriv |   |failed to download revocation list - count: 19
2022-06-03 07:50:46.588858|INFO    |ServerLibPriv |   |failed to download revocation list - count: 20
2022-06-03 10:50:46.757726|INFO    |ServerLibPriv |   |failed to download revocation list - count: 21
2022-06-03 13:50:46.937987|INFO    |ServerLibPriv |   |failed to download revocation list - count: 22
2022-06-03 16:50:47.118623|INFO    |ServerLibPriv |   |failed to download revocation list - count: 23
2022-06-03 19:50:47.304945|INFO    |ServerLibPriv |   |failed to download revocation list - count: 24
2022-06-03 21:28:30.721280|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-06-03 22:50:47.478131|INFO    |ServerLibPriv |   |failed to download revocation list - count: 25
2022-06-04 01:50:47.658976|INFO    |ServerLibPriv |   |failed to download revocation list - count: 26
2022-06-04 04:50:47.825004|INFO    |ServerLibPriv |   |failed to download revocation list - count: 27
2022-06-04 07:50:48.002612|INFO    |ServerLibPriv |   |failed to download revocation list - count: 28
2022-06-04 10:50:48.184133|INFO    |ServerLibPriv |   |failed to download revocation list - count: 29
2022-06-04 13:50:48.363065|INFO    |ServerLibPriv |   |failed to download revocation list - count: 30
2022-06-04 16:50:48.539154|INFO    |ServerLibPriv |   |failed to download revocation list - count: 31
2022-06-04 19:50:48.727680|INFO    |ServerLibPriv |   |failed to download revocation list - count: 32
2022-06-04 21:28:30.941699|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-06-04 22:50:48.905539|INFO    |ServerLibPriv |   |failed to download revocation list - count: 33
2022-06-05 01:50:49.067137|INFO    |ServerLibPriv |   |failed to download revocation list - count: 34
2022-06-05 04:50:49.247988|INFO    |ServerLibPriv |   |failed to download revocation list - count: 35
2022-06-05 07:50:49.441907|INFO    |ServerLibPriv |   |failed to download revocation list - count: 36
2022-06-05 10:50:49.604151|INFO    |ServerLibPriv |   |failed to download revocation list - count: 37
2022-06-05 13:50:49.785316|INFO    |ServerLibPriv |   |failed to download revocation list - count: 38
2022-06-05 16:50:49.959972|INFO    |ServerLibPriv |   |failed to download revocation list - count: 39
2022-06-05 19:50:50.152038|INFO    |ServerLibPriv |   |failed to download revocation list - count: 40
2022-06-05 21:28:31.163001|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-06-05 22:50:50.333934|INFO    |ServerLibPriv |   |failed to download revocation list - count: 41
2022-06-06 01:50:50.507971|INFO    |ServerLibPriv |   |failed to download revocation list - count: 42
2022-06-06 04:50:50.684284|INFO    |ServerLibPriv |   |failed to download revocation list - count: 43
2022-06-06 07:50:50.856340|INFO    |ServerLibPriv |   |failed to download revocation list - count: 44
2022-06-06 10:50:51.034969|INFO    |ServerLibPriv |   |failed to download revocation list - count: 45
